PLAYER,SEASON,FGM,FGA,TPM,TPA,FTM,FTA
Mark Blount,2005,327,618,0,1,117,164
Erick Dampier,2005,202,367,0,3,138,228
Derek Anderson,2005,152,391,58,151,70,87
Chris Kaman,2005,246,495,0,1,80,121
Marquis Daniels,2005,220,504,7,35,98,133
Andre Iguodala,2005,269,546,47,142,156,210
Brian Cardinal,2005,160,432,44,125,158,181
Matt Carroll,2005,70,180,13,39,71,83
Austin Croshere,2005,188,497,45,174,226,256
Gordan Giricek,2005,283,632,38,105,111,137
Troy Hudson,2005,266,664,89,258,70,90
Jameer Nelson,2005,286,628,44,141,73,107
Jason Kapono,2005,269,671,80,194,70,85
Michael Sweetney,2005,237,446,0,1,176,235
Anthony Johnson,2005,203,456,41,108,85,113
Predrag Drobnjak,2005,238,543,25,71,96,120
Kareem Rush,2005,157,406,51,137,37,48
Andres Nocioni,2005,241,601,25,97,170,222
Bruce Bowen,2005,251,598,102,253,71,112
James Posey,2005,127,356,55,178,96,111
Juan Dixon,2005,186,447,48,147,87,97
Tyson Chandler,2005,207,419,0,2,226,336
Keith McLeod,2005,143,408,18,72,112,146
DeShawn Stevenson,2005,174,426,25,67,56,101
Eric Williams,2005,142,330,28,73,112,161
Earl Watson,2005,236,554,52,163,91,138
Willie Green,2005,155,423,30,105,97,125
Chris Andersen,2005,191,358,0,3,131,190
Rodney Rogers,2005,172,450,48,168,52,70
Ron Mercer,2005,65,158,0,3,7,10
Jumaine Jones,2005,210,486,102,261,55,75
Eddie Griffin,2005,202,522,67,204,56,78
Clifford Robinson,2005,202,523,67,193,62,97
Darius Songaila,2005,257,488,0,3,94,111
Anfernee Hardaway,2005,110,257,15,49,34,46
Brent Barry,2005,194,459,100,280,113,135
Shaun Livingston,2005,89,215,0,2,44,59
Devin Brown,2005,173,409,45,121,103,130
Devean George,2005,37,104,21,58,15,20
Maurice Taylor,2005,203,446,3,9,63,103
Matt Bonner,2005,247,463,39,92,56,71
DerMarr Johnson,2005,185,371,53,148,80,101
Ronald Murray,2005,131,363,24,95,59,80
Malik Rose,2005,198,441,1,10,137,186
Leandro Barbosa,2005,168,354,51,139,55,69
Jeff Foster,2005,168,324,0,5,90,142
Bostjan Nachbar,2005,161,411,75,196,97,117
Rodney Buford,2005,187,489,34,108,37,45
Jared Jeffries,2005,203,434,16,51,101,173
Travis Best,2005,190,452,26,85,108,122
Sebastian Telfair,2005,169,430,17,69,105,133
Al Jefferson,2005,195,369,0,3,85,135
Doug Christie,2005,130,332,15,62,70,78
Trenton Hassell,2005,225,475,1,11,90,114
Jon Barry,2005,161,368,71,165,62,71
Carlos Arroyo,2005,167,429,8,30,119,149
Casey Jacobsen,2005,165,408,66,177,151,192
Jiri Welsch,2005,149,371,34,110,129,169
Rasual Butler,2005,163,409,57,153,37,48
Wesley Person,2005,107,226,41,89,9,13
Steven Smith,2005,102,248,41,105,69,80
Maurice Evans,2005,165,373,27,82,59,78
Jason Collins,2005,186,451,2,6,137,209
Tony Allen,2005,184,387,12,31,112,152
Jannero Pargo,2005,82,213,23,66,17,23
Brian Cook,2005,176,422,78,199,28,37
Damien Wilkins,2005,73,168,16,59,21,34
Brian Scalabrine,2005,132,332,22,68,53,69
Kerry Kittles,2005,28,73,7,21,6,10
Marcus Fizer,2005,133,292,0,6,70,103
David West,2005,75,172,2,5,34,50
Zaza Pachulia,2005,160,354,0,1,138,185
Greg Buckner,2005,160,303,49,121,63,81
Kendall Gill,2005,32,80,3,9,18,20
Robert Horry,2005,157,375,51,138,86,109
Lamond Murray,2005,132,310,46,105,61,80
Zarko Cabarkapa,2005,86,177,13,36,53,65
Chris Duhon,2005,172,488,94,265,49,67
Ira Newble,2005,182,424,19,53,55,69
Beno Udrih,2005,173,390,58,142,67,89
Trevor Ariza,2005,172,389,3,13,121,174
Milt Palacio,2005,175,392,2,12,115,155
Eddie House,2005,165,366,44,97,23,27
Fred Hoiberg,2005,139,284,70,145,89,102
Jason Collier,2005,174,376,6,14,48,71
Devin Harris,2005,157,366,44,131,78,103
Toni Kukoc,2005,105,252,42,116,44,61
Junior Harrington,2005,64,178,6,19,29,35
Nick Collison,2005,189,353,0,3,83,118
Howard Eisley,2005,161,405,27,103,66,83
Robert Traylor,2005,177,399,0,8,55,102
Alex Garcia,2005,18,52,5,18,3,4
Obinna Ekezie,2005,79,182,0,1,72,93
Rick Brunson,2005,166,442,48,130,57,74
Travis Outlaw,2005,133,267,4,10,49,75
Charlie Ward,2005,24,77,16,51,11,13
Mikki Moore,2005,144,287,1,5,107,136
Christian Laettner,2005,107,184,1,7,45,59
Jacque Vaughn,2005,146,325,5,15,76,91
Anthony Goldwire,2005,57,136,32,80,26,31
Eduardo Najera,2005,145,322,6,21,58,91
Raul Lopez,2005,57,135,20,45,27,33
Keyon Dooling,2005,139,345,19,75,85,109
Jonathan Bender,2005,16,40,1,5,3,6
Tom Gugliotta,2005,99,241,8,26,33,43
Quinton Ross,2005,161,373,1,4,74,110
Zoran Planinic,2005,78,174,15,40,46,66
Rodney White,2005,121,289,24,60,27,44
Kirk Snyder,2005,122,328,30,85,64,96
James Jones,2005,126,318,66,166,53,62
Jerome James,2005,174,342,0,2,47,65
Anderson Varejao,2005,99,193,0,2,68,127
Reggie Evans,2005,131,275,0,2,125,234
Tony Battie,2005,163,354,0,6,68,94
Erick Strickland,2005,114,304,21,83,52,64
Sasha Pavlovic,2005,120,276,30,78,44,64
Boris Diaw,2005,124,294,9,50,57,77
Eric Piatkowski,2005,111,258,57,134,45,56
Brian Skinner,2005,104,205,0,1,25,70
Kenny Anderson,2005,85,201,6,13,27,37
Delonte West,2005,66,152,24,65,19,27
Jackson Vroman,2005,82,199,0,3,48,75
Omar Cook,2005,10,24,0,4,3,6
Marcus Banks,2005,115,286,21,59,121,163
Steven Hunter,2005,135,220,0,1,78,163
Pat Garrity,2005,123,306,49,147,29,33
Calbert Cheaney,2005,113,265,0,3,24,37
Jerome Williams,2005,122,243,0,5,115,172
Ben Handlogten,2005,43,83,0,1,9,17
Dahntay Jones,2005,83,190,23,60,44,64
Bryon Russell,2005,95,252,56,149,61,77
Tierre Brown,2005,124,348,26,72,59,75
Steve Blake,2005,61,186,36,93,33,41
Lucious Harris,2005,118,299,21,65,56,69
Jarron Collins,2005,65,157,0,1,83,119
Viktor Khryapa,2005,54,124,4,11,23,42
Scott Padgett,2005,98,233,50,126,29,40
Kris Humphries,2005,116,287,2,6,44,101
John Salmons,2005,85,210,31,91,35,48
Matt Freije,2005,37,127,14,54,5,8
Michael Doleac,2005,148,331,0,2,25,41
Darrell Armstrong,2005,89,277,28,111,58,68
Dajuan Wagner,2005,18,55,5,26,3,4
Eric Snow,2005,125,327,13,45,59,80
Loren Woods,2005,71,164,0,1,34,59
Carlos Delfino,2005,42,117,9,35,23,40
Shandon Anderson,2005,98,217,5,29,54,66
Damone Brown,2005,23,62,4,11,4,9
Lindsey Hunter,2005,108,300,23,83,46,58
Slava Medvedenko,2005,71,156,0,1,23,28
Anthony Peeler,2005,56,150,25,65,16,18
Darrick Martin,2005,16,50,5,18,5,8
Matt Barnes,2005,62,151,5,22,35,58
Richie Frahm,2005,56,140,31,80,21,25
Randy Livingston,2005,22,52,5,8,15,17
George Lynch,2005,68,189,11,37,17,23
Francisco Elson,2005,101,216,1,3,45,79
Jabari Smith,2005,62,148,1,2,41,55
Eddie Gill,2005,81,242,36,117,71,81
Billy Thomas,2005,34,94,17,56,7,9
Andris Biedrins,2005,45,78,0,1,19,40
Walter McCarty,2005,95,235,55,155,15,29
Dion Glover,2005,8,22,1,8,8,10
Marcus Haislip,2005,13,38,0,1,6,11
Royal Ivey,2005,85,198,3,9,47,67
Vitaly Potapenko,2005,45,87,0,1,27,31
Alan Henderson,2005,116,220,0,2,41,76
Tamar Slay,2005,13,39,2,12,0,2
Donta Smith,2005,44,113,6,22,33,48
Rafael Araujo,2005,76,175,1,3,43,55
Sean Marks,2005,27,80,0,3,22,28
Ronald Dupree,2005,61,126,1,2,29,47
Luke Walton,2005,74,180,16,61,34,48
Laron Profit,2005,56,128,8,28,16,25
Theron Smith,2005,44,136,3,12,14,16
Maciej Lampe,2005,49,132,2,4,15,22
Andre Barrett,2005,45,124,14,52,14,19
Lionel Chalmers,2005,42,125,12,49,15,24
Ansu Sesay,2005,17,42,2,8,13,24
Cory Alexander,2005,16,49,8,19,9,12
Antonio Burks,2005,28,60,3,11,14,19
Bernard Robinson,2005,36,81,3,8,18,26
Smush Parker,2005,18,43,3,13,9,13
Kevin Willis,2005,35,90,0,2,17,23
Elden Campbell,2005,39,123,0,2,42,55
Kevin Martin,2005,45,117,5,25,36,55
Ryan Humphrey,2005,42,103,0,2,18,37
Luke Jackson,2005,10,27,4,6,5,6
Sasha Vujacic,2005,33,117,17,63,18,19
Josh Davis,2005,42,111,19,53,14,17
Horace Jenkins,2005,15,45,0,9,12,13
Anthony Carter,2005,72,177,2,17,35,51
Mario Kasun,2005,47,98,0,1,24,43
Calvin Booth,2005,49,108,0,1,26,32
Moochie Norris,2005,35,107,0,12,20,24
Tremaine Fowlkes,2005,9,17,1,3,0,2
Dorell Wright,2005,3,11,0,4,1,1
Mark Jones,2005,9,31,0,4,5,10
Aaron McKie,2005,61,142,20,62,10,16
Luis Flores,2005,14,29,5,10,2,2
Adrian Griffin,2005,58,161,2,9,33,44
Wang Zhi-zhi,2005,17,36,2,3,7,12
Jermaine Jackson,2005,17,33,0,2,8,13
Reece Gaines,2005,17,50,4,14,3,4
Justin Reed,2005,15,29,0,3,11,15
Michael Bradley,2005,15,24,0,1,3,8
Mamadou N'diaye,2005,8,20,0,1,4,7
Derrick Coleman,2005,3,14,0,2,3,3
Mike Wilks,2005,32,75,5,15,12,16
Yuta Tabuse,2005,1,6,1,1,4,4
Rod Strickland,2005,9,43,1,2,9,10
Scott Williams,2005,12,41,0,1,9,11
Jamison Brewer,2005,11,37,3,15,6,13
Kedrick Brown,2005,2,6,0,3,8,10
Ryan Bowen,2005,47,111,3,6,14,21
Ervin Johnson,2005,28,54,1,1,16,25
Greg Ostertag,2005,37,84,0,2,13,38
Nikoloz Tskitishvili,2005,22,74,2,17,4,7
Michael Ruffin,2005,41,99,0,1,29,67
Jerome Moiso,2005,9,18,0,1,10,13
Vin Baker,2005,13,42,0,1,9,17
Bruno Sundov,2005,11,37,1,3,2,2
Kaniel Dickens,2005,4,14,3,9,2,2
DeSagana Diop,2005,20,69,0,2,0,5
Mateen Cleaves,2005,5,14,0,2,3,4
Awvee Storey,2005,3,10,1,2,1,2
Tracy McGrady,2004,653,1566,174,513,398,500
Allen Iverson,2004,435,1125,57,199,339,455
Peja Stojakovic,2004,665,1386,240,554,394,425
Kevin Garnett,2004,804,1611,11,43,368,465
Kobe Bryant,2004,516,1178,71,217,454,533
Ray Allen,2004,447,1017,148,378,245,271
Paul Pierce,2004,602,1497,115,384,517,631
Baron Davis,2004,554,1402,187,582,237,352
Vince Carter,2004,608,1457,93,243,336,417
Tim Duncan,2004,592,1181,2,12,352,588
Dirk Nowitzki,2004,605,1310,99,290,371,423
Michael Redd,2004,633,1439,127,363,383,441
Carmelo Anthony,2004,624,1465,69,214,408,525
LeBron James,2004,622,1492,63,217,347,460
Jamal Mashburn,2004,156,398,19,67,65,80
Corey Maggette,2004,453,1013,76,231,526,620
Amar'e Stoudemire,2004,411,865,1,5,310,435
Stephon Marbury,2004,598,1386,87,274,356,436
Jermaine O'Neal,2004,608,1400,2,18,348,460
Zach Randolph,2004,663,1368,1,5,299,393
Elton Brand,2004,484,982,0,1,411,532
Sam Cassell,2004,620,1270,74,186,289,331
Gilbert Arenas,2004,358,914,125,333,237,317
Shawn Marion,2004,590,1341,90,265,228,268
Larry Hughes,2004,401,1009,79,232,267,335
Jason Richardson,2004,563,1284,77,273,258,377
Chris Webber,2004,174,421,1,5,81,114
Michael Finley,2004,514,1159,150,370,164,193
Allan Houston,2004,340,781,87,202,157,172
Richard Jefferson,2004,555,1115,48,132,357,468
Mike Bibby,2004,527,1170,148,378,304,373
Metta World Peace,2004,468,1112,75,242,322,439
Stephen Jackson,2004,536,1261,145,427,233,297
Rashard Lewis,2004,535,1229,145,386,206,270
Pau Gasol,2004,506,1049,4,15,365,511
Richard Hamilton,2004,530,1166,18,68,297,342
Yao Ming,2004,535,1025,0,2,361,446
Eddie Jones,2004,473,1156,177,479,278,333
Jamal Crawford,2004,509,1318,165,521,200,240
Quentin Richardson,2004,425,1068,120,341,151,204
Lamar Odom,2004,485,1127,61,205,340,458
Juwan Howard,2004,529,1169,0,1,318,393
Chauncey Billups,2004,392,996,130,335,404,460
Jason Terry,2004,499,1196,146,421,215,260
Latrell Sprewell,2004,518,1266,99,299,240,295
Kenyon Martin,2004,439,900,7,25,201,294
Joe Johnson,2004,555,1291,83,272,174,232
Glenn Robinson,2004,275,614,34,100,114,137
Steve Francis,2004,450,1117,73,250,337,435
Andrei Kirilenko,2004,412,931,68,201,392,496
Shareef Abdur-Rahim,2004,501,1054,9,34,373,429
Dwyane Wade,2004,371,798,16,53,233,312
Matt Harpring,2004,193,410,8,33,108,157
Keith Van Horn,2004,410,903,93,233,249,290
Rasheed Wallace,2004,425,974,82,248,156,212
Cuttino Mobley,2004,460,1081,164,420,176,217
Carlos Boozer,2004,471,900,1,6,219,285
Jalen Rose,2004,383,952,69,202,187,231
Jason Kidd,2004,368,959,94,293,206,249
Zydrunas Ilgauskas,2004,466,965,2,7,303,406
Andre Miller,2004,430,941,12,65,342,411
Antawn Jamison,2004,488,913,16,40,220,294
Tim Thomas,2004,363,813,73,194,171,218
Donyell Marshall,2004,470,1020,131,325,134,182
Eddy Curry,2004,417,840,1,1,235,350
Tony Parker,2004,423,946,62,199,191,272
Gary Payton,2004,482,1024,55,165,180,252
Steve Nash,2004,397,845,104,257,230,251
Desmond Mason,2004,409,867,9,39,356,463
Ricky Davis,2004,446,950,52,140,196,273
Voshon Lenard,2004,394,933,106,289,144,182
Brad Miller,2004,373,731,12,38,256,329
Antoine Walker,2004,483,1129,82,305,103,186
David Wesley,2004,311,800,92,285,137,182
Jerry Stackhouse,2004,128,321,23,65,83,103
Bobby Jackson,2004,263,592,81,219,82,109
James Posey,2004,368,770,112,290,278,335
Jamaal Magloire,2004,383,809,0,1,353,470
Derek Anderson,2004,230,612,79,259,155,188
Kenny Thomas,2004,381,813,1,5,243,323
Damon Stoudamire,2004,408,1018,156,427,127,145
Al Harrington,2004,421,909,21,77,185,252
Karl Malone,2004,193,400,0,1,168,225
Kerry Kittles,2004,434,959,97,276,107,136
Jim Jackson,2004,382,900,162,405,107,127
Manu Ginobili,2004,330,789,88,245,239,298
Carlos Arroyo,2004,339,768,38,117,181,225
Nick Van Exel,2004,187,479,46,150,70,99
Ronald Murray,2004,389,915,67,229,168,235
Erick Dampier,2004,348,650,0,2,217,332
Bonzi Wells,2004,363,850,22,69,138,183
Kirk Hinrich,2004,318,823,144,369,135,168
Vladimir Radmanovic,2004,345,812,140,377,95,127
Jeff McInnis,2004,334,747,46,127,114,143
Nene,2004,334,630,0,2,240,352
Clifford Robinson,2004,366,945,112,314,123,173
Mike Dunleavy,2004,323,720,94,254,137,185
Drew Gooden,2004,369,829,9,42,167,262
Maurice Taylor,2004,367,765,0,2,128,174
Chris Bosh,2004,327,712,5,14,202,288
DeShawn Stevenson,2004,376,871,19,71,138,204
Gordan Giricek,2004,316,724,60,152,135,158
Jason Collier,2004,79,165,1,4,67,85
Raja Bell,2004,329,805,62,166,195,248
Kurt Thomas,2004,392,829,0,3,106,127
Mike Miller,2004,270,616,80,215,102,141
Joe Smith,2004,311,708,1,5,207,241
Darius Miles,2004,365,753,7,40,124,193
Kwame Brown,2004,288,589,1,2,228,334
Jason Williams,2004,290,713,120,364,82,98
Brent Barry,2004,215,427,114,252,91,110
Darrell Armstrong,2004,291,736,135,429,123,144
Speedy Claxton,2004,224,524,4,22,182,224
Tyronn Lue,2004,309,714,80,209,101,131
P.J. Brown,2004,339,712,0,1,158,185
Eric Snow,2004,295,715,2,18,252,316
Tayshaun Prince,2004,338,723,57,157,108,141
Earl Boykins,2004,321,766,55,171,142,162
Rafer Alston,2004,287,764,161,434,103,134
Wally Szczerbiak,2004,106,236,20,46,53,64
Chris Crawford,2004,211,471,44,113,103,119
Doug Christie,2004,317,688,49,142,148,172
Eric Williams,2004,231,598,35,127,215,283
Reggie Miller,2004,260,594,134,334,146,165
Troy Murphy,2004,107,243,5,17,60,80
Vlade Divac,2004,314,668,2,13,170,260
Vin Baker,2004,208,432,1,3,114,157
Brian Cardinal,2004,220,466,55,124,238,271
Kendall Gill,2004,215,548,9,38,100,136
Mehmet Okur,2004,251,542,18,48,162,209
Jarvis Hayes,2004,278,695,40,131,77,98
Ben Wallace,2004,315,748,1,8,142,290
Stromile Swift,2004,268,571,1,4,190,262
Lorenzen Wright,2004,257,586,0,5,96,131
Marc Jackson,2004,71,171,0,1,64,81
Juan Dixon,2004,247,637,59,198,111,139
Mike James,2004,272,657,106,281,103,127
Hedo Turkoglu,2004,262,645,101,241,114,161
Jiri Welsch,2004,262,612,69,181,153,206
Anfernee Hardaway,2004,279,679,30,79,111,138
Aaron McKie,2004,265,577,75,172,84,111
Caron Butler,2004,240,631,10,42,133,176
Dion Glover,2004,230,589,40,119,120,156
Alvin Williams,2004,201,496,26,89,66,85
Brian Grant,2004,289,613,0,1,86,110
Marcus Camby,2004,262,549,0,2,98,136
Chris Wilcox,2004,227,436,0,1,105,150
Josh Howard,2004,229,532,20,66,97,138
Marko Jaric,2004,185,477,51,150,74,101
Marquis Daniels,2004,203,411,11,36,60,78
Shane Battier,2004,242,543,65,186,120,164
Toni Kukoc,2004,211,506,49,168,145,199
Chucky Atkins,2004,192,484,81,241,73,97
Jamaal Tinsley,2004,153,370,77,207,49,67
Slava Medvedenko,2004,237,537,0,3,89,116
Morris Peterson,2004,238,587,126,340,76,94
Antonio Daniels,2004,187,398,42,116,155,184
Derrick Coleman,2004,107,259,8,36,49,65
Samuel Dalembert,2004,270,499,0,1,112,174
Shandon Anderson,2004,238,564,36,128,123,161
Malik Rose,2004,173,404,0,3,183,225
Leandro Barbosa,2004,210,470,83,210,47,61
Walter McCarty,2004,203,523,137,366,62,82
Marcus Fizer,2004,134,350,2,17,90,120
Rodney Rogers,2004,207,505,50,152,75,98
Bobby Simmons,2004,147,373,2,12,141,169
Raef LaFrentz,2004,57,124,8,40,10,13
Calbert Cheaney,2004,278,578,0,10,47,77
Rodney White,2004,215,468,33,87,78,104
Troy Hudson,2004,80,207,31,77,27,33
Bob Sura,2004,202,485,21,79,171,226
Devean George,2004,233,571,65,186,73,96
Udonis Haslem,2004,205,447,0,3,140,183
T.J. Ford,2004,153,398,5,21,80,98
Derek Fisher,2004,203,576,52,179,122,153
Jonathan Bender,2004,50,106,9,22,39,47
Damon Jones,2004,210,524,98,273,55,72
Raul Lopez,2004,223,517,25,85,101,117
Bruce Bowen,2004,211,496,77,208,66,114
Brendan Haywood,2004,200,388,0,1,137,234
Ruben Patterson,2004,200,395,2,12,105,190
Lucious Harris,2004,187,463,38,101,66,78
Willie Green,2004,143,357,19,61,59,81
Howard Eisley,2004,166,451,52,163,76,89
Eddie House,2004,161,449,51,136,36,45
Keith Bogans,2004,183,454,67,187,65,103
Greg Ostertag,2004,208,437,0,1,113,195
Rasual Butler,2004,119,250,50,108,16,21
Eddie Robinson,2004,157,326,1,5,28,43
Fred Hoiberg,2004,178,383,76,172,98,116
Jannero Pargo,2004,81,199,22,62,23,27
Dajuan Wagner,2004,112,306,31,86,32,47
Kareem Rush,2004,190,432,48,138,31,52
Jon Barry,2004,120,291,51,135,60,71
Rod Strickland,2004,150,353,10,36,72,98
Predrag Drobnjak,2004,149,379,11,36,73,86
Aaron Williams,2004,172,342,1,3,105,155
Jerome Williams,2004,158,336,0,8,106,155
Keyon Dooling,2004,137,352,8,46,78,94
Ronald Dupree,2004,111,282,4,9,66,105
Scottie Pippen,2004,53,136,13,47,17,27
Anthony Johnson,2004,167,411,41,122,75,94
Chris Kaman,2004,200,435,0,2,99,142
Tyson Chandler,2004,67,158,0,1,79,118
Jeff Foster,2004,197,362,0,4,103,154
Lee Nailon,2004,147,327,0,3,47,58
Tony Delk,2004,70,184,20,66,37,44
Casey Jacobsen,2004,150,360,75,180,91,111
Lamond Murray,2004,76,215,21,60,24,35
Charlie Ward,2004,160,390,84,206,20,27
Kenny Anderson,2004,113,256,1,4,35,48
Jarron Collins,2004,147,295,0,1,188,262
Marcus Banks,2004,177,442,27,86,99,131
Christian Laettner,2004,119,256,6,21,40,50
Jason Collins,2004,163,384,0,2,136,184
Steve Blake,2004,157,407,75,202,55,67
Wesley Person,2004,126,314,55,138,31,39
Stacey Augmon,2004,143,347,1,7,110,139
John Salmons,2004,161,416,50,147,71,92
Anthony Peeler,2004,156,348,68,141,51,61
Jared Jeffries,2004,178,470,6,31,105,171
Earl Watson,2004,172,464,26,106,90,138
Dan Gadzuric,2004,183,349,0,1,58,118
Tony Battie,2004,170,384,2,9,66,89
Mickael Pietrus,2004,96,231,35,105,52,75
Gary Trent,2004,155,328,0,6,69,91
Luke Ridnour,2004,145,350,27,80,65,79
DerMarr Johnson,2004,36,97,13,36,28,31
Erick Strickland,2004,79,196,29,66,44,51
Kedrick Brown,2004,117,254,38,99,17,27
Robert Traylor,2004,145,287,2,5,70,128
Steven Smith,2004,119,293,43,107,77,83
Austin Croshere,2004,119,307,56,144,93,104
Clar. Weatherspoon,2004,104,211,0,1,53,72
Trenton Hassell,2004,177,381,4,13,48,61
Ron Mercer,2004,90,211,2,7,13,17
Mo Williams,2004,115,303,10,39,44,56
Fred Jones,2004,123,311,27,89,124,149
Calvin Booth,2004,135,290,0,2,75,94
Sasha Pavlovic,2004,149,376,19,70,65,84
Robert Horry,2004,141,348,41,108,69,107
Rick Fox,2004,73,186,15,61,22,30
Shammond Williams,2004,87,232,30,100,51,58
George Lynch,2004,149,375,43,139,34,51
Avery Johnson,2004,80,198,0,3,52,78
Scott Williams,2004,90,184,2,3,16,27
Brevin Knight,2004,105,246,2,8,49,65
Bo Outlaw,2004,159,312,0,4,61,116
Maciej Lampe,2004,43,88,0,4,10,13
Kyle Korver,2004,115,327,81,207,19,24
Matt Barnes,2004,63,138,2,13,43,61
Boris Diaw,2004,140,313,6,26,56,93
Brian Cook,2004,67,141,0,5,21,28
Milt Palacio,2004,104,298,4,26,45,68
Michael Sweetney,2004,69,140,0,1,42,58
John Wallace,2004,61,145,5,13,31,40
Tony Massenburg,2004,104,219,0,1,43,63
Linton Johnson,2004,72,203,7,33,22,37
Maurice Carter,2004,11,35,4,11,16,20
Kevin Ollie,2004,95,257,4,9,147,176
Zarko Cabarkapa,2004,81,197,6,32,35,53
Eric Piatkowski,2004,72,191,43,122,14,16
Lonny Baxter,2004,103,209,1,3,44,76
Horace Grant,2004,92,224,0,1,39,54
Devin Brown,2004,85,196,4,14,60,74
Bryon Russell,2004,98,244,43,112,50,65
Chris Jefferies,2004,27,72,17,42,13,20
Donnell Harvey,2004,89,201,0,3,61,83
Frank Williams,2004,80,208,18,60,41,48
Ira Newble,2004,108,276,2,19,36,46
Corie Blount,2004,115,253,0,3,15,27
David West,2004,108,228,0,2,57,80
Jacque Vaughn,2004,107,277,3,20,53,68
Mateen Cleaves,2004,7,23,0,1,1,2
Melvin Ely,2004,66,153,0,1,25,42
Roger Mason Jr.,2004,32,98,13,39,19,22
Shane Heal,2004,7,24,4,18,4,5
Glen Rice,2004,22,76,5,28,17,17
Doug Overton,2004,99,245,3,23,23,31
Jason Kapono,2004,52,129,21,44,20,24
Curtis Borchardt,2004,22,56,0,1,14,18
Qyntel Woods,2004,88,237,10,29,38,60
Mark Madsen,2004,101,204,0,6,57,118
Moochie Norris,2004,80,217,20,58,54,71
Lindsey Hunter,2004,49,143,14,50,5,8
Francisco Elson,2004,94,199,0,1,30,45
Richie Frahm,2004,63,138,34,91,23,26
Ansu Sesay,2004,81,178,6,21,32,46
Brian Scalabrine,2004,86,218,10,41,58,70
Brandon Hunter,2004,53,116,0,3,19,43
Scott Padgett,2004,74,167,28,65,24,32
Darrick Martin,2004,20,67,6,26,9,9
Chris Andersen,2004,90,203,0,1,63,107
Kevin Willis,2004,70,150,0,1,24,39
Jason Hart,2004,71,159,2,9,33,43
Shawn Bradley,2004,89,188,0,1,41,49
J.R. Bremer,2004,43,158,19,74,13,20
Mitchell Butler,2004,54,124,11,30,15,24
Derrick Dial,2004,9,28,2,9,6,8
Samaki Walker,2004,38,99,0,2,29,44
Greg Buckner,2004,66,175,12,44,20,27
Zoran Planinic,2004,53,129,9,32,38,60
Marcus Haislip,2004,36,74,1,2,20,28
Bostjan Nachbar,2004,47,132,23,63,21,29
Eduardo Najera,2004,72,162,2,4,30,46
Paul Shirley,2004,10,23,0,1,1,3
Travis Hansen,2004,46,130,9,30,22,27
Jerome Moiso,2004,40,84,0,1,22,38
Rick Brunson,2004,40,105,11,23,27,31
Chris Whitney,2004,17,45,8,18,5,5
Wang Zhi-zhi,2004,17,46,4,14,9,10
Tom Gugliotta,2004,70,203,1,4,20,28
Michael Curry,2004,76,196,3,15,49,58
Reggie Evans,2004,67,165,0,3,83,148
Travis Best,2004,64,172,3,20,40,46
Nikoloz Tskitishvili,2004,40,122,3,11,23,29
Brandon Armstrong,2004,65,175,19,52,2,4
Keith McLeod,2004,27,82,1,10,33,43
Sean Rooks,2004,54,151,0,1,33,37
Oliver Miller,2004,53,100,0,1,15,23
Mark Jackson,2004,34,100,7,41,28,39
Jamison Brewer,2004,13,35,5,14,1,6
Luke Walton,2004,65,153,13,39,31,44
Tamar Slay,2004,21,60,4,12,7,14
Eddie Gill,2004,15,36,3,8,17,20
Jeff Trepagnier,2004,10,38,2,4,3,6
Jumaine Jones,2004,33,96,13,44,14,23
Dan Dickau,2004,37,98,10,30,11,14
Theron Smith,2004,16,43,6,12,6,8
Dan Langhi,2004,5,14,1,2,2,2
Britton Johnsen,2004,17,59,1,12,7,16
Jabari Smith,2004,26,70,0,3,12,20
Gerald Wallace,2004,32,89,0,2,11,24
Ime Udoka,2004,3,9,0,1,2,4
Randy Livingston,2004,2,10,0,3,4,6
Amal McCaskill,2004,47,117,0,1,19,27
Ervin Johnson,2004,55,103,0,1,17,28
Mike Wilks,2004,17,36,6,10,10,12
Desmond Ferguson,2004,5,12,3,8,0,2
Rodney Buford,2004,19,56,0,2,3,6
Troy Bell,2004,4,18,0,4,3,3
Reece Gaines,2004,25,86,3,10,16,25
Dahntay Jones,2004,15,53,1,4,5,11
Darvin Ham,2004,37,75,1,2,21,35
Anthony Goldwire,2004,7,22,2,8,1,1
